ID,Modul,Nama Kasus Uji,Tujuan Pengujian,Langkah-Langkah,Hasil yang Diharapkan,Jumlah Verifikasi,Jenis Pengujian,Level,Teknologi,File Sumber,Referensi Test,Job CI,Status
TC-PA-004,Panel Admin,Admin service — TestListProjects PaginationClamping.go (+11 blok lain),"Query dashboard, manajemen user, dan audit log","1. Jalankan make test-go. 2. Buka apps/admin-service. 3. Jalankan blok ""Admin service — TestListProjects PaginationClamping.go (+11 blok lain)"".","Query dashboard, manajemen user, dan audit log berjalan dengan paginasi dan otorisasi admin.",12,TDD (unit),Unit service,Go,apps/admin-service,1) List Projects — Pagination Clamping; 2) List Projects — Store Error; 3) List Projects — Success; 4) List Projects — With Filters; 5) List Users — Pagination Clamping; 6) List Users — Store Error; 7) List Users — Success; 8) List Users — With Filters; 9) Load — Custom AuthURL; 10) Load — CustomCORS Origin; 11) Load — Custom Port; 12) Load — Default AuthURL,test-go,Lulus
TC-PA-005,Panel Admin,Admin service — TestLoad DefaultCORSOrigin.go (+11 blok lain),"Query dashboard, manajemen user, dan audit log","1. Jalankan make test-go. 2. Buka apps/admin-service. 3. Jalankan blok ""Admin service — TestLoad DefaultCORSOrigin.go (+11 blok lain)"".","Query dashboard, manajemen user, dan audit log berjalan dengan paginasi dan otorisasi admin.",12,TDD (unit),Unit service,Go,apps/admin-service,1) Load — DefaultCORS Origin; 2) Load — Default Port; 3) Load — Full Config; 4) Load — Invalid Port; 5) Load — Requires DatabaseURL; 6) Load — Service Auth Secret; 7) Mock Dashboard Store — Default Returns; 8) Mock User Store — Default Returns; 9) ReprocessDLQ Event — Already Reprocessed; 10) ReprocessDLQ Event — Get Error; 11) ReprocessDLQ Event — Ignores Body AdminID; 12) ReprocessDLQ Event — Mark Error,test-go,Lulus
TC-PA-006,Panel Admin,Admin service — TestReprocessDLQEvent NotFound.go (+11 blok lain),"Query dashboard, manajemen user, dan audit log","1. Jalankan make test-go. 2. Buka apps/admin-service. 3. Jalankan blok ""Admin service — TestReprocessDLQEvent NotFound.go (+11 blok lain)"".","Query dashboard, manajemen user, dan audit log berjalan dengan paginasi dan otorisasi admin.",12,TDD (unit),Unit service,Go,apps/admin-service,1) ReprocessDLQ Event — Not Found; 2) ReprocessDLQ Event — Success; 3) ReprocessDLQ Event — Validation; 4) Suspend User — Get User Error; 5) Suspend User — Not Found; 6) Suspend User — Records The Session Admin Not The Body; 7) Suspend User — Refuses WithoutA Session Admin; 8) Suspend User — Success; 9) Suspend User — Suspend Error; 10) Suspend User — Validation; 11) Unsuspend User — Get User Error; 12) Unsuspend User — Not Found,test-go,Lulus
TC-PA-007,Panel Admin,Admin service — TestUnsuspendUser RecordsTheSessionAdminNotTheBody.go (+11 blok lain),"Query dashboard, manajemen user, dan audit log","1. Jalankan make test-go. 2. Buka apps/admin-service. 3. Jalankan blok ""Admin service — TestUnsuspendUser RecordsTheSessionAdminNotTheBody.go (+11 blok lain)"".","Query dashboard, manajemen user, dan audit log berjalan dengan paginasi dan otorisasi admin.",12,TDD (unit),Unit service,Go,apps/admin-service,1) Unsuspend User — Records The Session Admin Not The Body; 2) Unsuspend User — Store Error; 3) Unsuspend User — Success; 4) Unsuspend User — Validation; 5) Update Setting — Store Error; 6) Update Setting — Success; 7) Update Setting — Validation; 8) Get Escrow — Success; 9) List Transactions — Pagination Clamping; 10) List Transactions — Store Error; 11) List Transactions — Success; 12) List Transactions — With Filters,test-go,Lulus
TC-PA-008,Panel Admin,TestFeatures.go,"Query dashboard, manajemen user, dan audit log","1. make test-go  2. Service: apps/admin-service  3. Kasus: ""TestFeatures""","Query dashboard, manajemen user, dan audit log berjalan dengan paginasi dan otorisasi admin.",1,BDD (skenario),Skenario,Go,apps/admin-service,Features,test-go,Lulus
TC-PA-009,Panel Admin,List users returns paginated results,Skenario dashboard dan moderasi admin,1. Given an authenticated admin with users  2. When they request the users list,Dashboard dan aksi moderasi admin berjalan sesuai skenario.,1,BDD (skenario),Skenario,Go,apps/admin-service/features/admin.feature,users should be returned with pagination,test-go,Lulus
TC-PA-010,Panel Admin,Suspend a user,Skenario dashboard dan moderasi admin,"1. Given an admin user  2. When they suspend user ""user-1"" with reason ""Inactive""",Dashboard dan aksi moderasi admin berjalan sesuai skenario.,1,BDD (skenario),Skenario,Go,apps/admin-service/features/admin.feature,the user should be suspended,test-go,Lulus
TC-PA-011,Panel Admin,Unsuspend a user,Skenario dashboard dan moderasi admin,"1. Given an admin user with a suspended user ""user-2""  2. When they unsuspend user ""user-2""",Dashboard dan aksi moderasi admin berjalan sesuai skenario.,1,BDD (skenario),Skenario,Go,apps/admin-service/features/admin.feature,the user should be unsuspended,test-go,Lulus
TC-PA-012,Panel Admin,View dashboard stats,Skenario dashboard dan moderasi admin,1. Given an authenticated admin  2. When they request dashboard data  3. And revenue stats should be returned,Dashboard dan aksi moderasi admin berjalan sesuai skenario.,1,BDD (skenario),Skenario,Go,apps/admin-service/features/admin.feature,project stats should be returned,test-go,Lulus
TC-PA-013,Panel Admin,Dashboard series — FormatUsd / ToDayLabel,Pembentukan deret data grafik dashboard,"1. Jalankan bun run test. 2. Buka apps/admin/src/lib/dashboard-series.test.ts. 3. Jalankan blok ""Dashboard series — FormatUsd / ToDayLabel"".",Deret data grafik terbentuk lengkap termasuk tanggal tanpa transaksi.,10,TDD (unit),Unit,TypeScript,apps/admin/src/lib/dashboard-series.test.ts,1) Formats -1 as $0; 2) Formats 0 as $0; 3) Formats 0.0008 as $0.0008; 4) Formats 0.0421 as $0.042; 5) Formats 0.42 as $0.420; 6) Formats 1.5 as $1.50; 7) Formats 1234.567 as $1234.57; 8) Never renders a real cost as zero; 9) Keeps the raw string when the date is unparseable; 10) Shortens an ISO date to day/month,test-unit,Lulus
TC-PE-001,Pembayaran & Escrow,Payment service — TestAppError Error.go (+11 blok lain),"Ledger double entry, idempotency, dan webhook Midtrans","1. Jalankan make test-go. 2. Buka apps/payment-service. 3. Jalankan blok ""Payment service — TestAppError Error.go (+11 blok lain)"".","Setiap pergerakan dana menulis pasangan debit kredit yang seimbang di dalam satu transaksi. Idempotency key mencegah pembayaran ganda, dan webhook Midtrans hanya maju, tidak mundur.",12,TDD (unit),Unit service,Go,apps/payment-service,1) App Error — Error; 2) App Error — Status Codes; 3) Build Envelope — Contract; 4) Build Envelope — Omits Empty Correlation; 5) Create Snap Token — All Fields Missing; 6) Create Snap Token — Denied For Non Owner; 7) Create Snap Token — Empty Token; 8) Create Snap Token — Gateway Error; 9) Create Snap Token — InvalidJSON; 10) Create Snap Token — Invalid ResponseJSON; 11) Create Snap Token — Service Error; 12) Create Snap Token — Success,test-go,Lulus
TC-PE-002,Pembayaran & Escrow,Payment service — TestCreateSnapToken SuccessHandler.go (+11 blok lain),"Ledger double entry, idempotency, dan webhook Midtrans","1. Jalankan make test-go. 2. Buka apps/payment-service. 3. Jalankan blok ""Payment service — TestCreateSnapToken SuccessHandler.go (+11 blok lain)"".","Setiap pergerakan dana menulis pasangan debit kredit yang seimbang di dalam satu transaksi. Idempotency key mencegah pembayaran ganda, dan webhook Midtrans hanya maju, tidak mundur.",12,TDD (unit),Unit service,Go,apps/payment-service,1) Create Snap Token — Success Handler; 2) Create Snap Token — Valid Input NilHTTP Client; 3) Create Snap Token — Validation; 4) Create Snap Token — Validation Mock; 5) Create Snap Token — With Item Name; 6) Create Snap Token — Without Item Name; 7) Create Snap Token Input — Fields; 8) Event Type Constants; 9) Frontend Shares The Same Flag; 10) Get Escrow Balance; 11) Get Project Transactions — Denied For Stranger; 12) Get Project Transactions — Empty ProjectID,test-go,Lulus
TC-PE-003,Pembayaran & Escrow,Payment service — TestGetProjectTransactions ServiceError.go (+11 blok lain),"Ledger double entry, idempotency, dan webhook Midtrans","1. Jalankan make test-go. 2. Buka apps/payment-service. 3. Jalankan blok ""Payment service — TestGetProjectTransactions ServiceError.go (+11 blok lain)"".","Setiap pergerakan dana menulis pasangan debit kredit yang seimbang di dalam satu transaksi. Idempotency key mencegah pembayaran ganda, dan webhook Midtrans hanya maju, tidak mundur.",12,TDD (unit),Unit service,Go,apps/payment-service,1) Get Project Transactions — Service Error; 2) Get Project Transactions — Success; 3) Get Transaction ByID — Denied For Stranger; 4) Get Transaction ByID — EmptyID; 5) Get Transaction ByID — Events Error; 6) Get Transaction ByID — Ledger Entries Error; 7) Get Transaction ByID — Not Found; 8) Get Transaction ByID — Service Error; 9) Get Transaction ByID — Success; 10) Handle Service Error — App Error; 11) Handle Service Error — App Error Mock; 12) Handle Service Error — Generic Error,test-go,Lulus
TC-PE-004,Pembayaran & Escrow,Payment service — TestHandleServiceError GenericErrorMock.go (+11 blok lain),"Ledger double entry, idempotency, dan webhook Midtrans","1. Jalankan make test-go. 2. Buka apps/payment-service. 3. Jalankan blok ""Payment service — TestHandleServiceError GenericErrorMock.go (+11 blok lain)"".","Setiap pergerakan dana menulis pasangan debit kredit yang seimbang di dalam satu transaksi. Idempotency key mencegah pembayaran ganda, dan webhook Midtrans hanya maju, tidak mundur.",12,TDD (unit),Unit service,Go,apps/payment-service,1) Handle Service Error — Generic Error Mock; 2) Json Error — Format; 3) Json Error; 4) Ledger Constants; 5) Load — CustomCORS Origin; 6) Load — Custom Port; 7) Load — Default Auth ServiceURL; 8) Load — DefaultCORS Origin; 9) Load — Default Port; 10) Load — Default Project ServiceURL; 11) Load — Full Config; 12) Load — MidtransAPIURL Follows Sandbox Flag,test-go,Lulus
TC-PE-005,Pembayaran & Escrow,Payment service — TestLoad ProductionURL.go (+11 blok lain),"Ledger double entry, idempotency, dan webhook Midtrans","1. Jalankan make test-go. 2. Buka apps/payment-service. 3. Jalankan blok ""Payment service — TestLoad ProductionURL.go (+11 blok lain)"".","Setiap pergerakan dana menulis pasangan debit kredit yang seimbang di dalam satu transaksi. Idempotency key mencegah pembayaran ganda, dan webhook Midtrans hanya maju, tidak mundur.",12,TDD (unit),Unit service,Go,apps/payment-service,1) Load — ProductionURL; 2) Load — Requires DatabaseURL; 3) Load — Requires Midtrans Server Key; 4) Load — SandboxURL; 5) Map Midtrans Status — All Statuses; 6) Map Midtrans Status; 7) Midtrans Status — Settled; 8) Midtrans Status Client — Fetch Sends Server Key As Basic Username; 9) Midtrans Status Client — Fetch Unknown Order; 10) Midtrans Webhook — Begin Tx Error; 11) Midtrans Webhook — Commit Error; 12) Midtrans Webhook — Create Event Tx Error,test-go,Lulus
TC-PE-006,Pembayaran & Escrow,Payment service — TestMidtransWebhook EscrowReleaseCompleted.go (+11 blok lain),"Ledger double entry, idempotency, dan webhook Midtrans","1. Jalankan make test-go. 2. Buka apps/payment-service. 3. Jalankan blok ""Payment service — TestMidtransWebhook EscrowReleaseCompleted.go (+11 blok lain)"".","Setiap pergerakan dana menulis pasangan debit kredit yang seimbang di dalam satu transaksi. Idempotency key mencegah pembayaran ganda, dan webhook Midtrans hanya maju, tidak mundur.",12,TDD (unit),Unit service,Go,apps/payment-service,1) Midtrans Webhook — Escrow Release Completed; 2) Midtrans Webhook — Full Flow — Status Changed; 3) Midtrans Webhook — InvalidJSON; 4) Midtrans Webhook — Invalid Signature; 5) Midtrans Webhook — Lookup Error; 6) Midtrans Webhook — Missing Required Fields; 7) Midtrans Webhook — Reachable Without Session; 8) Midtrans Webhook — Refund Status; 9) Midtrans Webhook — Rejects Underpayment; 10) Midtrans Webhook — Status Unchanged; 11) Midtrans Webhook — Transaction Not Found; 12) Midtrans Webhook — Update Webhook Tx Error,test-go,Lulus
TC-PE-007,Pembayaran & Escrow,Payment service — TestMidtransWebhook ValidSignatureNilStore.go (+11 blok lain),"Ledger double entry, idempotency, dan webhook Midtrans","1. Jalankan make test-go. 2. Buka apps/payment-service. 3. Jalankan blok ""Payment service — TestMidtransWebhook ValidSignatureNilStore.go (+11 blok lain)"".","Setiap pergerakan dana menulis pasangan debit kredit yang seimbang di dalam satu transaksi. Idempotency key mencegah pembayaran ganda, dan webhook Midtrans hanya maju, tidak mundur.",12,TDD (unit),Unit service,Go,apps/payment-service,1) Midtrans Webhook — Valid Signature Nil Store; 2) Midtrans Webhook — Zero Gross Amount; 3) Mock Ledger Store — Default Returns; 4) Mock Transaction Store — Default Returns; 5) New App Error; 6) New Payment Handler; 7) New Payment Service — Empty Config; 8) New Payment Service; 9) New Webhook Handler; 10) No User Facing Escrow Creation; 11) Notify Project Service — Connection Error; 12) Notify Project Service — ESC Prefix,test-go,Lulus
TC-PE-008,Pembayaran & Escrow,Payment service — TestNotifyProjectService PRDPrefix.go (+11 blok lain),"Ledger double entry, idempotency, dan webhook Midtrans","1. Jalankan make test-go. 2. Buka apps/payment-service. 3. Jalankan blok ""Payment service — TestNotifyProjectService PRDPrefix.go (+11 blok lain)"".","Setiap pergerakan dana menulis pasangan debit kredit yang seimbang di dalam satu transaksi. Idempotency key mencegah pembayaran ganda, dan webhook Midtrans hanya maju, tidak mundur.",12,TDD (unit),Unit service,Go,apps/payment-service,1) Notify Project Service — PRD Prefix; 2) Notify Project Service — Server Error; 3) Notify Project Service — Success; 4) Payment Handler — Route Registration; 5) Payment Routes — Still Require Auth; 6) Process Refund — AllowsA Refund The Escrow Covers; 7) Process Refund — Already Refunded; 8) Process Refund — Amount Boundary Validation; 9) Process Refund — Amount Exceeds Original; 10) Process Refund — Find ByID Error; 11) Process Refund — Full Refund Success; 12) Process Refund — Idempotent,test-go,Lulus
